		UNIT	LEAD	DATE	CTPG	BINF	POPD	BITM	CITY	N/A
0x49a000	0	0	0	0	0	0	0	0	0
0x49a0e0	0	0	0	0	0	0	0	0	0
0x49a340	0	0	0	0	0	0	0	0	0
0x49a350	0	0	0	0	0	0	0	0	0
0x49a460	0	0	0	0	0	0	0	0	0
0x49a5d0	0	0	0	0	0	0	0	0	0
0x49a6e0	0	0	0	0	0	0	0	0	0
0x49a850	0	0	0	0	0	0	0	0	0
0x49a8d0	0	0	0	0	0	0	0	0	0
0x49a920	0	0	0	0	0	0	0	0	0
0x49ab90	0	0	0	0	0	0	0	0	0
0x49ad80	0	0	0	0	0	0	0	0	0
0x49ae60	0	0	0	0	0	0	0	0	0
0x49af20	0	0	0	0	0	0	0	0	0
0x49af60	0	0	0	0	0	0	0	0	0
0x49aff0	0	0	0	0	0	0	0	0	0
0x49b060	0	0	0	0	0	0	0	0	0
0x49b270	0	0	0	0	0	0	0	0	0
0x49b290	0	0	0	0	0	0	0	0	0
0x49b4e0	0	0	0	0	0	0	0	0	0
0x49b580	0	0	0	0	0	0	0	0	0
0x49b5f0	0	0	0	0	0	0	0	0	0
0x49b660	0	0	0	0	0	0	0	0	0
0x49b680	0	0	0	0	0	0	0	0	0
0x49b8b0	0	0	0	0	0	0	0	0	0
0x49bcf0	0	0	0	0	0	0	0	0	0
0x49bd20	0	0	0	0	0	0	0	0	0
0x49bda0	0	0	0	0	0	0	0	0	0
0x49bf80	0	0	0	0	0	0	0	0	0
0x49c090	0	0	0	0	0	0	0	0	0
0x49c130	0	0	0	0	0	0	0	0	0
0x49c580	0	0	0	0	0	0	0	0	0
0x49c600	0	0	0	0	0	0	0	0	0
0x49c610	0	0	0	0	0	0	0	0	1
0x49c640	0	0	0	0	0	0	0	0	0
0x49c940	0	0	0	0	0	0	0	0	0
0x49c990	0	0	0	0	0	0	0	0	0
0x49ca00	0	0	0	0	0	0	0	0	0
0x49ca10	0	0	0	0	0	0	0	0	0
0x49ca70	0	0	0	0	0	0	0	0	0
0x49cb60	0	0	0	0	0	0	0	0	1
0x49cca0	0	0	0	0	0	0	0	0	1
0x49d070	0	0	0	0	0	0	0	0	0
0x49d240	0	0	0	0	0	0	0	0	0
0x49d2b0	0	0	0	0	0	0	0	0	0
0x49d300	0	0	0	0	0	0	0	0	0
0x49d330	0	0	0	0	0	0	0	0	0
0x49dad0	0	0	0	0	0	0	0	0	0
0x49db60	0	0	0	0	0	0	0	0	1
0x49dc70	0	0	0	0	0	0	0	0	1
0x49dca0	0	0	0	0	0	0	0	0	0
0x49ddf0	0	0	0	0	0	0	0	0	1
0x49dfa0	0	0	0	0	0	0	0	0	0
0x49dfc0	0	0	0	0	0	0	0	0	0
0x49e050	0	0	0	0	0	0	0	0	0
0x49e0f0	0	0	0	0	0	0	0	0	0
0x49e350	0	0	0	0	0	0	0	0	0
0x49e430	0	0	0	0	0	0	0	0	0
0x49e7e0	0	0	0	0	0	0	0	0	0
0x49e830	0	0	0	0	0	0	0	0	0
0x49e860	0	0	0	0	0	0	0	0	2
0x49e920	0	0	0	0	0	0	0	0	0
0x49f090	0	0	0	0	0	0	0	0	0
0x49f0e0	0	0	0	0	0	0	0	0	0
0x49f150	0	0	0	0	0	0	0	0	0
0x49f240	0	0	0	0	0	0	0	0	0
0x49f3b0	0	0	0	0	0	0	0	0	0
0x49f460	0	0	0	0	0	0	0	0	0
0x49f520	0	0	0	0	0	0	0	0	0
0x49f570	0	0	0	0	0	0	0	0	0
0x49fc50	0	0	0	0	0	0	0	0	3
0x49fc60	0	0	0	0	0	0	0	0	0
0x49fc70	0	0	0	0	0	0	0	0	0
0x49fce0	0	0	0	0	0	0	0	0	1
0x49fd70	0	0	0	0	0	0	0	0	0
0x49fd90	0	0	0	0	0	0	0	0	0
0x49fdf0	0	0	0	0	0	0	0	0	0
0x49fe20	0	0	0	0	0	0	0	0	0
0x49ff90	0	0	0	0	0	0	0	0	1
0x4a0090	0	0	0	0	0	0	0	0	6
0x4a0110	0	0	0	0	0	0	0	0	1
0x4a0180	0	0	0	0	0	0	0	0	1
0x4a0640	0	0	0	0	0	0	0	0	1
0x4a0650	0	0	0	0	0	0	0	0	0
0x4a0670	0	0	0	0	0	0	0	0	1
0x4a0690	0	0	0	0	0	0	0	0	1
0x4a07c0	0	0	0	0	0	0	0	0	5
0x4a0a10	0	0	0	0	0	0	0	0	0
0x4a0bb0	0	0	0	0	0	0	0	0	0
0x4a0c40	0	0	0	0	0	0	0	0	0
0x4a0c60	0	0	0	0	0	0	0	0	0
0x4a0ea0	0	0	0	0	0	0	0	0	1
0x4a0ed0	0	0	0	0	0	0	0	0	0
0x4a11f0	0	0	0	0	0	0	0	0	0
0x4a12d0	0	0	0	0	0	0	0	0	0
0x4a1430	0	0	0	0	0	0	0	0	0
0x4a1590	0	0	0	0	0	0	0	0	0
0x4a1740	0	0	0	0	0	0	0	0	0
0x4a1910	0	0	0	0	0	0	0	0	0
0x4a1ae0	0	0	0	0	0	0	0	0	0
0x4a1cd0	0	0	0	0	0	0	0	0	0
0x4a1fa0	0	0	0	0	0	0	0	0	0
0x4a2460	0	0	0	0	0	0	0	0	0
0x4a2550	0	0	0	0	0	0	0	0	0
0x4a2650	0	0	0	0	0	0	0	0	0
0x4a2b40	0	0	0	0	0	0	0	0	0
0x4a3280	0	0	0	0	0	0	0	0	0
0x4a3320	0	0	0	0	0	0	0	0	0
0x4a36c0	0	0	0	0	0	0	0	0	0
0x4a3a70	0	0	0	0	0	0	0	0	0
0x4a4520	0	0	0	0	0	0	0	0	0
0x4a46a0	0	0	0	0	0	0	0	0	0
0x4a47c0	0	0	0	0	0	0	0	0	0
0x4a49c0	0	0	0	0	0	0	0	0	0
0x4a4b30	0	0	0	0	0	0	0	0	0
0x4a4be0	0	0	0	0	0	0	0	0	0
0x4a4ee0	0	0	0	0	0	0	0	0	0
0x4a51e0	0	0	0	0	0	0	0	0	0
0x4a53a0	0	0	0	0	0	0	0	0	0
0x4a7280	0	0	0	0	0	0	0	0	0
0x4a76b0	0	0	0	0	0	0	0	0	0
0x4a8240	0	0	0	0	0	0	0	0	0
0x4a8320	0	0	0	0	0	0	0	0	0
0x4a8350	0	0	0	0	0	0	0	0	0
0x4a8480	0	0	0	0	0	0	0	0	0
0x4a8520	0	0	0	0	0	0	0	0	10
0x4a8540	0	0	0	0	0	0	0	0	12
0x4a8550	0	0	0	0	0	0	0	0	2
0x4a85b0	0	0	0	0	0	0	0	0	0
0x4a8660	0	0	0	0	0	0	0	0	0
0x4a86e0	0	0	0	0	0	0	0	0	0
0x4a8760	0	0	0	0	0	0	0	0	0
0x4a8820	0	0	0	0	0	0	0	0	0
0x4a89d0	0	0	0	0	0	0	0	0	1
0x4a8c60	0	0	0	0	0	0	0	0	0
0x4a8c80	0	0	0	0	0	0	0	0	0
0x4a8d00	0	0	0	0	0	0	0	0	0
0x4a8d20	0	0	0	0	0	0	0	0	0
0x4a9050	0	0	0	0	0	0	0	0	0
0x4a9560	0	0	0	0	0	0	0	0	0
0x4a96c0	0	0	0	0	0	0	0	0	0
0x4a97a0	0	0	0	0	0	0	0	0	0
0x4a9c00	0	0	0	0	0	0	0	0	1
0x4a9cb0	0	0	0	0	0	0	0	0	0
0x4a9cd0	0	0	0	0	0	0	0	0	0
0x4a9df0	0	0	0	0	0	0	0	0	0
0x4aa190	0	0	0	0	0	0	0	0	0
0x4aa390	0	0	0	0	0	0	0	0	0
0x4aaa40	0	0	0	0	0	0	0	0	0
